Outbound Flight Date,Return Flight Date,Price,Outbound Flight Airlines,Outbound Flight Departure Time,Outbound Flight Arrival Time,Outbound Flight Arrival + Days,Outbound Flight Duration,Outbound Flight Stops,Outbound Flight Connecting Airports,Outbound Flight Departure Airport,Outbound Flight Arrival Airport,Return Flight Airlines,Return Flight Departure Time,Return Flight Arrival Time,Return Flight Arrival + Days,Return Flight Duration,Return Flight Stops,Return Flight Connecting Airports,Return Flight Departure Airport,Return Flight Arrival Airport
2024-05-24,2024-05-31,"2,168 €",Air France,['15:30'],['09:35'],+2,36h 05,2 stops,"['CDG, AMS']",['VNO'],['NRT'],KLM,['09:05'],['13:40'],+1,34h 35,2 stops,"['CDG, AMS']",['HND'],['VNO']
2024-05-24,2024-05-31,"3,220 €",Turkish Airlines,['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],KLM,['11:20'],['13:40'],+1,32h 20,1 stop,['AMS'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,628 €",Etihad Airways,['06:00'],['13:00'],+1,25h,2 stops,"['FRA, AUH']",['VNO'],['NRT'],Scandinavian Airlines,['11:45'],['15:10'],+1,33h 25,1 stop,['CPH'],['HND'],['VNO']
2024-05-24,2024-05-31,"4,427 €",Turkish Airlines,['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],ANA (All Nippon Airways) + airBaltic,['09:40'],['23:05'],0,19h 25,1 stop,['MUC'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,555 €",Austrian Airlines,['15:55'],['08:50'],+2,34h 55,1 stop,['VIE'],['VNO'],['NRT'],Etihad Airways,['17:30'],['13:00'],+1,25h 30,2 stops,"['AUH, FRA']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,766 €",Singapore Airlines,['06:30'],['15:55'],+1,27h 25,2 stops,"['CPH, SIN']",['VNO'],['HND'],Asiana Airlines + Lufthansa,['01:30'],['23:55'],0,28h 25,2 stops,"['ICN, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,770 €",Air France,['15:30'],['18:30'],+1,21h,1 stop,['CDG'],['VNO'],['HND'],Air India + LOT,['11:15'],['16:20'],+1,35h 05,2 stops,"['DEL, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,966 €",ANA (All Nippon Airways),['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],KLM,['11:20'],['13:40'],+1,32h 20,1 stop,['AMS'],['NRT'],['VNO']
2024-05-24,2024-05-31,"3,024 €",Austrian Airlines,['15:55'],['08:50'],+2,34h 55,1 stop,['VIE'],['VNO'],['NRT'],Finnair,['23:05'],['09:40'],+1,16h 35,1 stop,['HEL'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,824 €",ANA (All Nippon Airways),['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Air India + LOT,['11:15'],['16:20'],+1,35h 05,2 stops,"['DEL, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,973 €",Lufthansa + ANA (All Nippon Airways),['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],KLM,['11:20'],['13:40'],+1,32h 20,1 stop,['AMS'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,434 €",Austrian Airlines,['15:55'],['08:50'],+2,34h 55,1 stop,['VIE'],['VNO'],['NRT'],Emirates + Scandinavian Airlines,['00:05'],['23:35'],0,29h 30,2 stops,"['DXB, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"4,496 €",Turkish Airlines,['20:35'],['19:20'],+1,16h 45,1 stop,['IST'],['VNO'],['HND'],ANA (All Nippon Airways),['11:45'],['23:55'],0,18h 10,1 stop,['FRA'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,847 €",Lufthansa,['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Air India + LOT,['11:15'],['16:20'],+1,35h 05,2 stops,"['DEL, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,981 €",airBaltic + Qatar Airways,['15:30'],['23:55'],+2,50h 25,2 stops,"['CDG, DOH']",['VNO'],['HND'],Emirates + Scandinavian Airlines,['00:05'],['23:35'],0,29h 30,2 stops,"['DXB, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,966 €",ANA (All Nippon Airways),['13:40'],['16:45'],+1,21h 05,1 stop,['FRA'],['VNO'],['HND'],KLM,['11:20'],['13:40'],+1,32h 20,1 stop,['AMS'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,527 €",Turkish Airlines,['20:35'],['07:55'],+2,29h 20,2 stops,"['IST, KIX']",['VNO'],['HND'],Scandinavian Airlines,['11:45'],['15:10'],+1,33h 25,1 stop,['CPH'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,791 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],Asiana Airlines + Lufthansa,['01:30'],['23:55'],0,28h 25,2 stops,"['ICN, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,973 €",Lufthansa + ANA (All Nippon Airways),['13:40'],['16:45'],+1,21h 05,1 stop,['FRA'],['VNO'],['HND'],KLM,['11:20'],['13:40'],+1,32h 20,1 stop,['AMS'],['NRT'],['VNO']
2024-05-24,2024-05-31,"3,440 €",Singapore Airlines,['06:30'],['15:55'],+1,27h 25,2 stops,"['CPH, SIN']",['VNO'],['HND'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,104 €",airBaltic + Qatar Airways,['15:30'],['23:55'],+2,50h 25,2 stops,"['CDG, DOH']",['VNO'],['HND'],Etihad Airways,['17:30'],['13:00'],+1,25h 30,2 stops,"['AUH, FRA']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,502 €",Air France,['15:30'],['09:35'],+2,36h 05,2 stops,"['CDG, AMS']",['VNO'],['NRT'],Air France,['00:05'],['21:55'],0,27h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,906 €",Lufthansa + Asiana Airlines,['13:40'],['17:20'],+1,21h 40,2 stops,"['FRA, ICN']",['VNO'],['NRT'],Scandinavian Airlines,['11:45'],['15:10'],+1,33h 25,1 stop,['CPH'],['HND'],['VNO']
2024-05-24,2024-05-31,"4,427 €",Turkish Airlines,['20:35'],['19:20'],+1,16h 45,1 stop,['IST'],['VNO'],['HND'],ANA (All Nippon Airways) + airBaltic,['09:40'],['23:05'],0,19h 25,1 stop,['MUC'],['HND'],['VNO']
2024-05-24,2024-05-31,"3,120 €",Air France,['15:30'],['21:05'],+1,23h 35,2 stops,"['CDG, ICN']",['VNO'],['NRT'],Air France,['00:05'],['21:55'],0,27h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"4,535 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],ANA (All Nippon Airways),['11:45'],['23:55'],0,18h 10,1 stop,['FRA'],['HND'],['VNO']
2024-05-24,2024-05-31,"3,242 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],KLM,['11:20'],['13:40'],+1,32h 20,1 stop,['AMS'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,658 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],KLM,['11:20'],['13:40'],+1,32h 20,1 stop,['AMS'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,588 €",Singapore Airlines,['06:30'],['15:55'],+1,27h 25,2 stops,"['CPH, SIN']",['VNO'],['HND'],Air India + LOT,['11:15'],['16:20'],+1,35h 05,2 stops,"['DEL, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"4,456 €",Finnair,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Air China + Scandinavian Airlines,['08:30'],['21:15'],0,18h 45,2 stops,"['PEK, ARN']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,514 €",LOT + Air India,['14:45'],['08:45'],+2,36h,2 stops,"['WAW, DEL']",['VNO'],['NRT'],Asiana Airlines + Lufthansa,['01:30'],['23:55'],0,28h 25,2 stops,"['ICN, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"4,558 €",Finnair + Japan Airlines,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],ANA (All Nippon Airways),['11:45'],['23:55'],0,18h 10,1 stop,['FRA'],['HND'],['VNO']
2024-05-24,2024-05-31,"4,449 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],ANA (All Nippon Airways) + airBaltic,['09:40'],['23:05'],0,19h 25,1 stop,['MUC'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,949 €",airBaltic + Qatar Airways,['15:30'],['23:55'],+2,50h 25,2 stops,"['CDG, DOH']",['VNO'],['HND'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"3,303 €",Finnair + Japan Airlines,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],KLM,['11:20'],['13:40'],+1,32h 20,1 stop,['AMS'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,403 €",Austrian Airlines,['15:55'],['08:50'],+2,34h 55,1 stop,['VIE'],['VNO'],['NRT'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,612 €",KLM,['08:05'],['18:30'],+1,28h 25,2 stops,"['AMS, CDG']",['VNO'],['HND'],Air India + LOT,['11:15'],['16:20'],+1,35h 05,2 stops,"['DEL, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"3,120 €",Air France,['15:30'],['22:50'],+1,25h 20,2 stops,"['CDG, ICN']",['VNO'],['HND'],Air France,['00:05'],['21:55'],0,27h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,336 €",LOT + Air India,['14:45'],['08:45'],+2,36h,2 stops,"['WAW, DEL']",['VNO'],['NRT'],Air India + LOT,['11:15'],['16:20'],+1,35h 05,2 stops,"['DEL, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"4,782 €",Turkish Airlines,['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Lufthansa,['09:40'],['23:05'],0,19h 25,1 stop,['MUC'],['HND'],['VNO']
2024-05-24,2024-05-31,"4,364 €",LOT + Air China,['11:00'],['12:30'],+1,19h 30,2 stops,"['WAW, PEK']",['VNO'],['HND'],Turkish Airlines,['21:55'],['10:40'],+1,18h 45,1 stop,['IST'],['HND'],['VNO']
