Outbound Flight Date,Return Flight Date,Price,Outbound Flight Airlines,Outbound Flight Departure Time,Outbound Flight Arrival Time,Outbound Flight Arrival + Days,Outbound Flight Duration,Outbound Flight Stops,Outbound Flight Connecting Airports,Outbound Flight Departure Airport,Outbound Flight Arrival Airport,Return Flight Airlines,Return Flight Departure Time,Return Flight Arrival Time,Return Flight Arrival + Days,Return Flight Duration,Return Flight Stops,Return Flight Connecting Airports,Return Flight Departure Airport,Return Flight Arrival Airport
2024-05-24,2024-05-31,"1,660 €",Finnair + Japan Airlines,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,937 €,Scandinavian Airlines,['21:50'],['07:55'],+2,28h 05,2 stops,"['ARN, CPH']",['VNO'],['HND'],Scandinavian Airlines,['11:45'],['14:25'],+2,56h 40,2 stops,"['CPH, ARN']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,856 €",Scandinavian Airlines + Etihad Airways,['06:30'],['13:00'],+1,24h 30,2 stops,"['CPH, AUH']",['VNO'],['NRT'],LOT,['21:50'],['10:10'],+1,18h 20,1 stop,['WAW'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,820 €",Etihad Airways,['06:00'],['13:00'],+1,25h,2 stops,"['FRA, AUH']",['VNO'],['NRT'],Turkish Airlines,['21:55'],['10:40'],+1,18h 45,1 stop,['IST'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,672 €",Finnair,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,726 €",Turkish Airlines,['20:35'],['19:20'],+1,16h 45,1 stop,['IST'],['VNO'],['HND'],Emirates + Scandinavian Airlines,['00:05'],['23:35'],0,29h 30,2 stops,"['DXB, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,869 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],Etihad Airways,['17:30'],['13:00'],+1,25h 30,2 stops,"['AUH, FRA']",['NRT'],['VNO']
2024-05-24,2024-05-31,882 €,Scandinavian Airlines,['15:50'],['07:55'],+2,34h 05,1 stop,['CPH'],['VNO'],['HND'],Scandinavian Airlines,['11:45'],['14:25'],+2,56h 40,2 stops,"['CPH, ARN']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,904 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],Qatar Airways,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,989 €",airBaltic + Air France,['05:35'],['09:10'],+1,21h 35,2 stops,"['RIX, CDG']",['VNO'],['NRT'],Turkish Airlines,['21:55'],['10:40'],+1,18h 45,1 stop,['IST'],['HND'],['VNO']
2024-05-24,2024-05-31,906 €,Scandinavian Airlines,['17:45'],['07:55'],+2,32h 10,2 stops,"['ARN, CPH']",['VNO'],['HND'],Scandinavian Airlines,['11:45'],['14:25'],+2,56h 40,2 stops,"['CPH, ARN']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,672 €",Finnair,['13:30'],['13:50'],+1,18h 20,1 stop,['HEL'],['VNO'],['HND'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,642 €",Turkish Airlines,['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Singapore Airlines + Scandinavian Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,648 €",Turkish Airlines,['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,014 €",airBaltic + Air France,['05:35'],['09:10'],+1,21h 35,2 stops,"['RIX, CDG']",['VNO'],['NRT'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,797 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],Singapore Airlines + Scandinavian Airlines,['17:05'],['15:10'],+1,28h 05,2 stops,"['SIN, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,802 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],Singapore Airlines,['17:05'],['15:10'],+1,28h 05,2 stops,"['SIN, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,748 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],Emirates + Scandinavian Airlines,['00:05'],['23:35'],0,29h 30,2 stops,"['DXB, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,393 €",Lufthansa + ANA (All Nippon Airways),['19:30'],['16:45'],+2,39h 15,1 stop,['FRA'],['VNO'],['HND'],ANA (All Nippon Airways) + Lufthansa,['09:40'],['23:05'],0,19h 25,1 stop,['MUC'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,195 €",Turkish Airlines,['20:35'],['19:20'],+1,16h 45,1 stop,['IST'],['VNO'],['HND'],Finnair,['19:10'],['09:40'],+1,20h 30,2 stops,"['NGO, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,195 €",Turkish Airlines,['20:35'],['19:20'],+1,16h 45,1 stop,['IST'],['VNO'],['HND'],Japan Airlines + Finnair,['19:10'],['09:40'],+1,20h 30,2 stops,"['NGO, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,032 €",Scandinavian Airlines + Air China,['15:50'],['20:40'],+1,22h 50,2 stops,"['CPH, PVG']",['VNO'],['NRT'],Scandinavian Airlines,['11:45'],['14:25'],+2,56h 40,2 stops,"['CPH, ARN']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,926 €",Finnair,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Qatar Airways,['22:30'],['17:40'],+1,25h 10,2 stops,"['DOH, HEL']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,435 €",Qatar Airways,['10:10'],['18:55'],+1,26h 45,2 stops,"['HEL, DOH']",['VNO'],['NRT'],Qatar Airways + Scandinavian Airlines,['22:50'],['23:35'],+1,30h 45,2 stops,"['DOH, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,930 €",Finnair + Japan Airlines,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Etihad Airways,['17:30'],['13:00'],+1,25h 30,2 stops,"['AUH, FRA']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,198 €",Finnair,['21:40'],['13:05'],+2,33h 25,1 stop,['HEL'],['VNO'],['NRT'],Finnair,['06:55'],['13:00'],+1,36h 05,2 stops,"['KIX, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,642 €",Turkish Airlines,['20:35'],['19:20'],+1,16h 45,1 stop,['IST'],['VNO'],['HND'],Singapore Airlines + Scandinavian Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,211 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],Finnair,['19:10'],['09:40'],+1,20h 30,2 stops,"['NGO, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,927 €",Etihad Airways,['06:00'],['13:00'],+1,25h,2 stops,"['FRA, AUH']",['VNO'],['NRT'],LOT,['21:50'],['10:10'],+1,18h 20,1 stop,['WAW'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,214 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],Japan Airlines + Finnair,['19:10'],['09:40'],+1,20h 30,2 stops,"['NGO, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,648 €",Turkish Airlines,['20:35'],['19:20'],+1,16h 45,1 stop,['IST'],['VNO'],['HND'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,926 €",Finnair,['13:30'],['13:50'],+1,18h 20,1 stop,['HEL'],['VNO'],['HND'],Qatar Airways,['22:30'],['17:40'],+1,25h 10,2 stops,"['DOH, HEL']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,103 €",airBaltic + Air France,['05:35'],['09:10'],+1,21h 35,2 stops,"['RIX, CDG']",['VNO'],['NRT'],LOT,['21:50'],['10:10'],+1,18h 20,1 stop,['WAW'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,779 €",Finnair + Qatar Airways,['13:30'],['18:55'],+1,23h 25,2 stops,"['HEL, DOH']",['VNO'],['NRT'],Qatar Airways + LOT,['22:30'],['16:20'],+1,23h 50,2 stops,"['DOH, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,997 €",Finnair,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Qatar Airways,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,098 €",Lufthansa + Asiana Airlines,['13:40'],['17:20'],+1,21h 40,2 stops,"['FRA, ICN']",['VNO'],['NRT'],Turkish Airlines,['21:55'],['10:40'],+1,18h 45,1 stop,['IST'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,213 €",LOT,['14:45'],['18:30'],+1,21h 45,1 stop,['WAW'],['VNO'],['NRT'],Finnair,['23:05'],['09:40'],+1,16h 35,1 stop,['HEL'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,809 €",Finnair + Japan Airlines,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Emirates + Scandinavian Airlines,['00:05'],['23:35'],0,29h 30,2 stops,"['DXB, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,994 €",Finnair,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Etihad Airways,['17:30'],['13:00'],+1,25h 30,2 stops,"['AUH, FRA']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,332 €",LOT + Asiana Airlines,['09:00'],['11:20'],+1,20h 20,2 stops,"['WAW, ICN']",['VNO'],['NRT'],Japan Airlines + Finnair,['23:05'],['09:40'],+1,16h 35,1 stop,['HEL'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,682 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],Singapore Airlines + Scandinavian Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,198 €",Finnair,['21:40'],['13:05'],+2,33h 25,1 stop,['HEL'],['VNO'],['NRT'],Finnair,['12:40'],['21:10'],+1,38h 30,2 stops,"['KIX, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,997 €",Finnair,['13:30'],['13:50'],+1,18h 20,1 stop,['HEL'],['VNO'],['HND'],Qatar Airways,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,892 €",Finnair,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Singapore Airlines + Scandinavian Airlines,['17:05'],['15:10'],+1,28h 05,2 stops,"['SIN, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,687 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,780 €",Turkish Airlines,['20:35'],['08:55'],+2,30h 20,1 stop,['IST'],['VNO'],['NRT'],LOT,['21:50'],['10:10'],+1,18h 20,1 stop,['WAW'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,457 €",Lufthansa + ANA (All Nippon Airways),['19:30'],['16:45'],+2,39h 15,1 stop,['FRA'],['VNO'],['HND'],Lufthansa,['09:40'],['23:55'],0,20h 15,2 stops,"['MUC, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,898 €",Finnair,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Singapore Airlines,['17:05'],['15:10'],+1,28h 05,2 stops,"['SIN, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,826 €",Turkish Airlines,['20:35'],['07:55'],+2,29h 20,2 stops,"['IST, KIX']",['VNO'],['HND'],LOT,['21:50'],['10:10'],+1,18h 20,1 stop,['WAW'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,197 €",Turkish Airlines,['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Japan Airlines + British Airways,['23:05'],['17:40'],+1,24h 35,1 stop,['HEL'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,892 €",Finnair,['13:30'],['13:50'],+1,18h 20,1 stop,['HEL'],['VNO'],['HND'],Singapore Airlines + Scandinavian Airlines,['17:05'],['15:10'],+1,28h 05,2 stops,"['SIN, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,861 €",Etihad Airways,['06:00'],['13:00'],+1,25h,2 stops,"['FRA, AUH']",['VNO'],['NRT'],Emirates + LOT,['00:05'],['16:20'],0,22h 15,2 stops,"['DXB, WAW']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,614 €",Scandinavian Airlines + Etihad Airways,['06:30'],['13:00'],+1,24h 30,2 stops,"['CPH, AUH']",['VNO'],['NRT'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,898 €",Finnair,['13:30'],['13:50'],+1,18h 20,1 stop,['HEL'],['VNO'],['HND'],Singapore Airlines,['17:05'],['15:10'],+1,28h 05,2 stops,"['SIN, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,873 €",Finnair,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Emirates + Scandinavian Airlines,['00:05'],['23:35'],0,29h 30,2 stops,"['DXB, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,205 €",Lufthansa + Asiana Airlines,['13:40'],['17:20'],+1,21h 40,2 stops,"['FRA, ICN']",['VNO'],['NRT'],LOT,['21:50'],['10:10'],+1,18h 20,1 stop,['WAW'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,233 €",LOT,['14:45'],['18:30'],+1,21h 45,1 stop,['WAW'],['VNO'],['NRT'],Japan Airlines + Finnair,['21:50'],['09:40'],+1,17h 50,1 stop,['HEL'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,762 €",airBaltic + Qatar Airways,['15:30'],['23:55'],+1,26h 25,2 stops,"['CDG, DOH']",['VNO'],['HND'],Qatar Airways + LOT,['22:30'],['16:20'],+1,23h 50,2 stops,"['DOH, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,410 €",LOT + Asiana Airlines,['09:00'],['11:20'],+1,20h 20,2 stops,"['WAW, ICN']",['VNO'],['NRT'],Finnair,['23:05'],['09:40'],+1,16h 35,1 stop,['HEL'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,541 €",LOT,['19:15'],['18:30'],+1,17h 15,1 stop,['WAW'],['VNO'],['NRT'],Scandinavian Airlines,['11:45'],['23:35'],0,17h 50,1 stop,['CPH'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,770 €",Etihad Airways,['06:00'],['13:00'],+1,25h,2 stops,"['FRA, AUH']",['VNO'],['NRT'],Etihad Airways,['17:30'],['13:00'],+1,25h 30,2 stops,"['AUH, FRA']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,734 €",KLM,['08:05'],['09:35'],+1,19h 30,1 stop,['AMS'],['VNO'],['NRT'],KLM,['11:20'],['13:40'],+1,32h 20,1 stop,['AMS'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,758 €",Turkish Airlines,['20:35'],['07:55'],+2,29h 20,2 stops,"['IST, KIX']",['VNO'],['HND'],Emirates + LOT,['00:05'],['16:20'],0,22h 15,2 stops,"['DXB, WAW']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,879 €",Finnair + Qatar Airways,['13:30'],['18:55'],+1,23h 25,2 stops,"['HEL, DOH']",['VNO'],['NRT'],Qatar Airways,['22:30'],['17:40'],+1,25h 10,2 stops,"['DOH, HEL']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,874 €",Etihad Airways,['06:00'],['13:00'],+1,25h,2 stops,"['FRA, AUH']",['VNO'],['NRT'],Qatar Airways + LOT,['22:30'],['16:20'],+1,23h 50,2 stops,"['DOH, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,979 €",airBaltic + Emirates,['08:05'],['17:35'],+1,27h 30,2 stops,"['AMS, DXB']",['VNO'],['NRT'],Turkish Airlines,['21:55'],['10:40'],+1,18h 45,1 stop,['IST'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,777 €",Finnair,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Singapore Airlines + Scandinavian Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,778 €",Finnair + Japan Airlines,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,838 €",Scandinavian Airlines + Etihad Airways,['06:30'],['13:00'],+1,24h 30,2 stops,"['CPH, AUH']",['VNO'],['NRT'],Etihad Airways,['17:30'],['13:00'],+1,25h 30,2 stops,"['AUH, FRA']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,782 €",Finnair,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,596 €",Finnair + Japan Airlines,['13:30'],['13:05'],+1,17h 35,1 stop,['HEL'],['VNO'],['NRT'],Scandinavian Airlines,['11:45'],['23:35'],0,17h 50,1 stop,['CPH'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,427 €",LOT + Asiana Airlines,['09:00'],['11:20'],+1,20h 20,2 stops,"['WAW, ICN']",['VNO'],['NRT'],Japan Airlines + Finnair,['21:50'],['09:40'],+1,17h 50,1 stop,['HEL'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,427 €",LOT + Asiana Airlines,['09:00'],['11:20'],+1,20h 20,2 stops,"['WAW, ICN']",['VNO'],['NRT'],Finnair,['21:50'],['09:40'],+1,17h 50,1 stop,['HEL'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,869 €",Scandinavian Airlines + Etihad Airways,['06:30'],['13:00'],+1,24h 30,2 stops,"['CPH, AUH']",['VNO'],['NRT'],Qatar Airways,['22:30'],['17:40'],+1,25h 10,2 stops,"['DOH, HEL']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,777 €",Finnair,['13:30'],['13:50'],+1,18h 20,1 stop,['HEL'],['VNO'],['HND'],Singapore Airlines + Scandinavian Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,688 €",Etihad Airways,['06:00'],['13:00'],+1,25h,2 stops,"['FRA, AUH']",['VNO'],['NRT'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,782 €",Finnair,['13:30'],['13:50'],+1,18h 20,1 stop,['HEL'],['VNO'],['HND'],Singapore Airlines,['11:10'],['15:10'],+1,34h,2 stops,"['SIN, CPH']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,254 €",British Airways + Japan Airlines,['10:10'],['13:05'],+1,20h 55,1 stop,['HEL'],['VNO'],['NRT'],Finnair,['19:10'],['09:40'],+1,20h 30,2 stops,"['NGO, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,897 €",Scandinavian Airlines + Qatar Airways,['11:10'],['18:55'],+1,25h 45,2 stops,"['CPH, DOH']",['VNO'],['NRT'],Qatar Airways + LOT,['22:50'],['16:20'],+1,23h 30,2 stops,"['DOH, WAW']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,351 €",Air France,['15:30'],['18:30'],+1,21h,1 stop,['CDG'],['VNO'],['HND'],Turkish Airlines,['21:55'],['10:40'],+1,18h 45,1 stop,['IST'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,405 €",ANA (All Nippon Airways),['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Turkish Airlines,['21:55'],['10:40'],+1,18h 45,1 stop,['IST'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,724 €",Austrian Airlines,['15:55'],['08:50'],+2,34h 55,1 stop,['VIE'],['VNO'],['NRT'],Austrian Airlines + LOT,['11:10'],['00:40'],+1,19h 30,2 stops,"['VIE, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,137 €",Lufthansa + Asiana Airlines,['13:40'],['17:20'],+1,21h 40,2 stops,"['FRA, ICN']",['VNO'],['NRT'],Emirates + LOT,['00:05'],['16:20'],0,22h 15,2 stops,"['DXB, WAW']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,776 €",Turkish Airlines,['20:35'],['07:55'],+2,29h 20,2 stops,"['IST, KIX']",['VNO'],['HND'],Qatar Airways + LOT,['22:30'],['16:20'],+1,23h 50,2 stops,"['DOH, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,428 €",Lufthansa,['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],Turkish Airlines,['21:55'],['10:40'],+1,18h 45,1 stop,['IST'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,844 €",Air France,['15:30'],['05:55'],+2,32h 25,1 stop,['CDG'],['VNO'],['HND'],Air France + airBaltic,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,482 €",KLM,['08:05'],['09:35'],+1,19h 30,1 stop,['AMS'],['VNO'],['NRT'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,927 €",LOT + Qatar Airways,['11:00'],['18:55'],+1,25h 55,2 stops,"['WAW, DOH']",['VNO'],['NRT'],Qatar Airways + LOT,['22:50'],['16:20'],+1,23h 30,2 stops,"['DOH, WAW']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,789 €",Turkish Airlines,['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Air France,['09:05'],['21:55'],0,18h 50,1 stop,['CDG'],['HND'],['VNO']
2024-05-24,2024-05-31,"2,086 €",airBaltic + Emirates,['08:05'],['17:35'],+1,27h 30,2 stops,"['AMS, DXB']",['VNO'],['NRT'],LOT,['21:50'],['10:10'],+1,18h 20,1 stop,['WAW'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,943 €",Scandinavian Airlines + Etihad Airways,['06:30'],['13:00'],+1,24h 30,2 stops,"['CPH, AUH']",['VNO'],['NRT'],Qatar Airways,['22:50'],['17:40'],+1,24h 50,2 stops,"['DOH, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,862 €",airBaltic + Air France,['05:35'],['09:10'],+1,21h 35,2 stops,"['RIX, CDG']",['VNO'],['NRT'],Turkish Airlines,['10:35'],['10:40'],+1,30h 05,1 stop,['IST'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,902 €",Finnair + Qatar Airways,['10:10'],['18:55'],+1,26h 45,2 stops,"['HEL, DOH']",['VNO'],['NRT'],Qatar Airways + LOT,['22:30'],['16:20'],+1,23h 50,2 stops,"['DOH, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"1,916 €",Qatar Airways,['10:10'],['18:55'],+1,26h 45,2 stops,"['HEL, DOH']",['VNO'],['NRT'],Qatar Airways + LOT,['22:50'],['16:20'],+1,23h 30,2 stops,"['DOH, WAW']",['HND'],['VNO']
2024-05-24,2024-05-31,"1,835 €",Scandinavian Airlines + Etihad Airways,['06:30'],['13:00'],+1,24h 30,2 stops,"['CPH, AUH']",['VNO'],['NRT'],Singapore Airlines + Scandinavian Airlines,['17:05'],['15:10'],+1,28h 05,2 stops,"['SIN, CPH']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,458 €",Air France,['15:30'],['18:30'],+1,21h,1 stop,['CDG'],['VNO'],['HND'],LOT,['21:50'],['10:10'],+1,18h 20,1 stop,['WAW'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,512 €",ANA (All Nippon Airways),['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],LOT,['21:50'],['10:10'],+1,18h 20,1 stop,['WAW'],['NRT'],['VNO']
2024-05-24,2024-05-31,"2,108 €",Singapore Airlines,['06:30'],['15:55'],+1,27h 25,2 stops,"['CPH, SIN']",['VNO'],['HND'],Turkish Airlines,['21:55'],['10:40'],+1,18h 45,1 stop,['IST'],['HND'],['VNO']
2024-05-24,2024-05-31,"1,889 €",airBaltic + Qatar Airways,['15:30'],['23:55'],+1,26h 25,2 stops,"['CDG, DOH']",['VNO'],['HND'],Qatar Airways,['22:30'],['17:40'],+1,25h 10,2 stops,"['DOH, HEL']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,534 €",Lufthansa,['06:00'],['08:10'],+1,20h 10,1 stop,['FRA'],['VNO'],['HND'],LOT,['21:50'],['10:10'],+1,18h 20,1 stop,['WAW'],['NRT'],['VNO']
2024-05-24,2024-05-31,"1,879 €",Finnair + Qatar Airways,['10:10'],['18:55'],+1,26h 45,2 stops,"['HEL, DOH']",['VNO'],['NRT'],Qatar Airways,['22:30'],['17:40'],+1,25h 10,2 stops,"['DOH, HEL']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,149 €",Lufthansa + Asiana Airlines,['13:40'],['17:20'],+1,21h 40,2 stops,"['FRA, ICN']",['VNO'],['NRT'],Qatar Airways + LOT,['22:30'],['16:20'],+1,23h 50,2 stops,"['DOH, WAW']",['NRT'],['VNO']
2024-05-24,2024-05-31,"2,246 €",Turkish Airlines,['11:35'],['08:55'],+1,15h 20,1 stop,['IST'],['VNO'],['NRT'],Asiana Airlines + Lufthansa,['01:30'],['23:55'],0,28h 25,2 stops,"['ICN, FRA']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,415 €",LOT + Asiana Airlines,['09:00'],['11:20'],+1,20h 20,2 stops,"['WAW, ICN']",['VNO'],['NRT'],Finnair,['19:10'],['09:40'],+1,20h 30,2 stops,"['NGO, HEL']",['HND'],['VNO']
2024-05-24,2024-05-31,"2,115 €",airBaltic + Air France,['05:35'],['09:10'],+1,21h 35,2 stops,"['RIX, CDG']",['VNO'],['NRT'],Qatar Airways,['22:30'],['17:40'],+1,25h 10,2 stops,"['DOH, HEL']",['NRT'],['VNO']
