,Outbound Flight Date,Return Flight Date,"Price, €",Outbound Flight Airlines,Outbound Flight Departure Time,Outbound Flight Arrival Time,Outbound Flight Arrival + Days,Outbound Flight Duration,Outbound Flight Stops,Outbound Flight Connecting Airports,Outbound Flight Departure Airport,Outbound Flight Arrival Airport,Return Flight Airlines,Return Flight Departure Time,Return Flight Arrival Time,Return Flight Arrival + Days,Return Flight Duration,Return Flight Stops,Return Flight Connecting Airports,Return Flight Departure Airport,Return Flight Arrival Airport,"Outbound Flight Duration, min","Return Flight Duration, min"
2056,2024-05-24,2024-05-31,1378,ANA (All Nippon Airways),13:40,16:45,1,21h 05,1,FRA,VNO,HND,Austrian Airlines + LOT,13:40,16:45,1,19h 30,2,"VIE, WAW",NRT,VNO,1265,1170
2057,2024-05-24,2024-05-31,950,Turkish Airlines,11:35,19:20,1,25h 45,1,IST,VNO,HND,Turkish Airlines,11:35,19:20,1,33h 15,2,"KIX, IST",HND,VNO,1545,1995
2058,2024-05-24,2024-05-31,787,Turkish Airlines,11:35,07:55,2,38h 20,2,"IST, KIX",VNO,HND,Turkish Airlines,11:35,07:55,1,33h 15,2,"KIX, IST",HND,VNO,2300,1995
2059,2024-05-24,2024-05-31,939,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Turkish Airlines,20:35,19:20,1,43h 15,2,"OSA, IST",HND,VNO,1005,2595
2060,2024-05-24,2024-05-31,1100,Finnair,21:40,13:05,2,33h 25,1,HEL,VNO,NRT,Finnair,21:40,13:05,1,17h 50,1,HEL,HND,VNO,2005,1070
2061,2024-05-24,2024-05-31,1396,Lufthansa,06:00,08:10,1,20h 10,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,20h 15,2,"MUC, FRA",HND,VNO,1210,1215
2062,2024-05-24,2024-05-31,1360,Lufthansa,06:00,08:00,1,20h,2,"FRA, MUC",VNO,HND,Lufthansa,06:00,08:00,1,21h 30,1,FRA,HND,VNO,1200,1290
2063,2024-05-24,2024-05-31,1304,Lufthansa,06:00,09:50,1,21h 50,1,FRA,VNO,HND,Lufthansa,06:00,09:50,1,21h 30,1,FRA,HND,VNO,1310,1290
2064,2024-05-24,2024-05-31,1433,Lufthansa,06:00,08:00,1,20h,2,"FRA, MUC",VNO,HND,Austrian Airlines + LOT,06:00,08:00,1,19h 30,2,"VIE, WAW",NRT,VNO,1200,1170
2065,2024-05-24,2024-05-31,1373,ANA (All Nippon Airways),13:40,16:45,1,21h 05,1,FRA,VNO,HND,Lufthansa,13:40,16:45,1,20h 15,2,"MUC, FRA",HND,VNO,1265,1215
2066,2024-05-24,2024-05-31,1472,airBaltic + Japan Airlines,15:30,17:20,1,19h 50,1,CDG,VNO,HND,Japan Airlines + Finnair,15:30,17:20,0,18h 45,1,HEL,HND,VNO,1190,1125
2067,2024-05-24,2024-05-31,1405,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,13:40,16:45,0,19h 25,1,MUC,HND,VNO,1265,1165
2068,2024-05-24,2024-05-31,1414,Lufthansa,06:00,08:00,1,20h,2,"FRA, MUC",VNO,HND,Lufthansa,06:00,08:00,0,20h 15,2,"MUC, FRA",HND,VNO,1200,1215
2069,2024-05-24,2024-05-31,1414,Lufthansa,06:00,08:00,1,20h,2,"FRA, MUC",VNO,HND,Lufthansa,06:00,08:00,1,20h 15,2,"MUC, FRA",HND,VNO,1200,1215
2070,2024-05-24,2024-05-31,1444,Lufthansa,06:00,08:00,1,20h,2,"FRA, MUC",VNO,HND,Lufthansa,06:00,08:00,0,19h 25,1,MUC,HND,VNO,1200,1165
2071,2024-05-24,2024-05-31,1377,Lufthansa,06:00,09:50,1,21h 50,1,FRA,VNO,HND,Austrian Airlines + LOT,06:00,09:50,1,19h 30,2,"VIE, WAW",NRT,VNO,1310,1170
2072,2024-05-24,2024-05-31,950,Turkish Airlines,11:35,19:20,1,25h 45,1,IST,VNO,HND,Turkish Airlines,11:35,19:20,1,34h 15,2,"OSA, IST",HND,VNO,1545,2055
2073,2024-05-24,2024-05-31,1122,Finnair + Japan Airlines,21:40,13:50,2,34h 10,1,HEL,VNO,HND,Finnair,21:40,13:50,1,16h 35,1,HEL,NRT,VNO,2050,995
2074,2024-05-24,2024-05-31,786,Turkish Airlines,11:35,07:55,2,38h 20,2,"IST, KIX",VNO,HND,Turkish Airlines,11:35,07:55,1,34h 15,2,"OSA, IST",HND,VNO,2300,2055
2075,2024-05-24,2024-05-31,1519,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Emirates + LOT,11:35,08:55,0,22h 15,2,"DXB, WAW",HND,VNO,920,1335
2076,2024-05-24,2024-05-31,1417,British Airways + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Japan Airlines + Lufthansa,10:10,13:05,0,19h 25,1,FRA,NRT,VNO,1255,1165
2077,2024-05-24,2024-05-31,1358,Lufthansa,06:00,09:50,1,21h 50,1,FRA,VNO,HND,Lufthansa,06:00,09:50,1,20h 15,2,"MUC, FRA",HND,VNO,1310,1215
2078,2024-05-24,2024-05-31,1131,Finnair,21:40,13:50,2,34h 10,1,HEL,VNO,HND,Finnair,21:40,13:50,1,16h 35,1,HEL,NRT,VNO,2050,995
2079,2024-05-24,2024-05-31,1292,airBaltic + Japan Airlines,15:30,17:20,1,19h 50,1,CDG,VNO,HND,Japan Airlines + British Airways,15:30,17:20,1,24h 35,1,HEL,NRT,VNO,1190,1475
2080,2024-05-24,2024-05-31,1423,airBaltic + Japan Airlines,15:30,17:20,1,19h 50,1,CDG,VNO,HND,Japan Airlines + Finnair,15:30,17:20,1,20h 30,2,"NGO, HEL",HND,VNO,1190,1230
2081,2024-05-24,2024-05-31,1371,LOT + Lufthansa,11:00,16:45,1,23h 45,2,"WAW, FRA",VNO,HND,ANA (All Nippon Airways) + Lufthansa,11:00,16:45,0,18h 10,1,FRA,HND,VNO,1425,1090
2082,2024-05-24,2024-05-31,1122,Finnair + Japan Airlines,21:40,13:05,2,33h 25,1,HEL,VNO,NRT,Finnair,21:40,13:05,1,17h 50,1,HEL,HND,VNO,2005,1070
2083,2024-05-24,2024-05-31,1491,airBaltic + Japan Airlines,15:30,17:20,1,19h 50,1,CDG,VNO,HND,Finnair,15:30,17:20,0,18h 45,1,HEL,HND,VNO,1190,1125
2084,2024-05-24,2024-05-31,1396,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,Lufthansa,13:40,16:45,0,20h 15,2,"MUC, FRA",HND,VNO,1265,1215
2085,2024-05-24,2024-05-31,1714,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,LOT,11:35,08:55,1,18h 20,1,WAW,NRT,VNO,920,1100
2086,2024-05-24,2024-05-31,1563,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Japan Airlines + Lufthansa,13:30,13:05,0,19h 25,1,FRA,NRT,VNO,1055,1165
2087,2024-05-24,2024-05-31,1614,LOT,19:15,18:30,1,17h 15,1,WAW,VNO,NRT,Turkish Airlines,19:15,18:30,1,18h 45,1,IST,HND,VNO,1035,1125
2088,2024-05-24,2024-05-31,776,Turkish Airlines,20:35,19:15,2,40h 40,2,"IST, OSA",VNO,HND,Turkish Airlines,20:35,19:15,1,34h 15,2,"OSA, IST",HND,VNO,2440,2055
2089,2024-05-24,2024-05-31,1417,British Airways + Japan Airlines,10:10,13:50,1,21h 40,1,HEL,VNO,HND,Japan Airlines + Lufthansa,10:10,13:50,0,19h 25,1,FRA,NRT,VNO,1300,1165
2090,2024-05-24,2024-05-31,1409,ANA (All Nippon Airways),13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,0,20h 15,1,FRA,HND,VNO,1265,1215
2091,2024-05-24,2024-05-31,1457,Lufthansa,06:00,08:00,1,20h,2,"FRA, MUC",VNO,HND,ANA (All Nippon Airways),06:00,08:00,0,20h 15,1,FRA,HND,VNO,1200,1215
2092,2024-05-24,2024-05-31,1410,ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,1,21h 30,1,FRA,HND,VNO,1210,1290
2093,2024-05-24,2024-05-31,1380,ANA (All Nippon Airways),13:40,16:45,1,21h 05,1,FRA,VNO,HND,Lufthansa,13:40,16:45,1,21h 30,1,FRA,HND,VNO,1265,1290
2094,2024-05-24,2024-05-31,1015,Turkish Airlines,20:35,08:55,2,30h 20,1,IST,VNO,NRT,Turkish Airlines,20:35,08:55,1,27h 45,1,IST,HND,VNO,1820,1665
2095,2024-05-24,2024-05-31,1565,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Lufthansa,13:30,13:50,0,19h 25,1,FRA,NRT,VNO,1100,1165
2096,2024-05-24,2024-05-31,1419,Lufthansa,06:00,08:10,1,20h 10,1,FRA,VNO,HND,Lufthansa,06:00,08:10,1,21h 30,1,FRA,HND,VNO,1210,1290
2097,2024-05-24,2024-05-31,1406,Lufthansa,06:00,09:50,1,21h 50,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,09:50,0,20h 15,1,FRA,HND,VNO,1310,1215
2098,2024-05-24,2024-05-31,1409,Lufthansa,06:00,09:50,1,21h 50,1,FRA,VNO,HND,Lufthansa,06:00,09:50,0,20h 15,1,FRA,HND,VNO,1310,1215
2099,2024-05-24,2024-05-31,1521,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Emirates + LOT,20:35,19:20,0,22h 15,2,"DXB, WAW",HND,VNO,1005,1335
2100,2024-05-24,2024-05-31,1504,Lufthansa,06:00,08:10,1,20h 10,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,19h 25,1,MUC,HND,VNO,1210,1165
2101,2024-05-24,2024-05-31,1520,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Emirates + LOT,11:35,08:55,1,23h 50,2,"DXB, WAW",NRT,VNO,920,1430
2102,2024-05-24,2024-05-31,1474,Lufthansa,06:00,08:10,1,20h 10,1,FRA,VNO,HND,Lufthansa,06:00,08:10,1,20h 15,2,"MUC, FRA",HND,VNO,1210,1215
2103,2024-05-24,2024-05-31,1579,Finnair + Japan Airlines,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Japan Airlines + Lufthansa,13:30,13:50,0,19h 25,1,FRA,NRT,VNO,1100,1165
2104,2024-05-24,2024-05-31,1557,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:10,0,18h 10,1,FRA,HND,VNO,1210,1090
2105,2024-05-24,2024-05-31,861,Turkish Airlines,20:35,08:55,2,30h 20,1,IST,VNO,NRT,Turkish Airlines,20:35,08:55,1,39h 05,1,IST,NRT,VNO,1820,2345
2106,2024-05-24,2024-05-31,1348,Turkish Airlines,11:35,19:20,1,25h 45,1,IST,VNO,HND,Turkish Airlines,11:35,19:20,1,18h 45,1,IST,HND,VNO,1545,1125
2107,2024-05-24,2024-05-31,1410,ANA (All Nippon Airways),13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,1,21h 30,1,FRA,HND,VNO,1265,1290
2108,2024-05-24,2024-05-31,1365,LOT + Lufthansa,11:00,16:45,1,23h 45,2,"WAW, FRA",VNO,HND,Lufthansa,11:00,16:45,0,20h 15,2,"MUC, FRA",HND,VNO,1425,1215
2109,2024-05-24,2024-05-31,1714,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,LOT,20:35,19:20,1,18h 20,1,WAW,NRT,VNO,1005,1100
2110,2024-05-24,2024-05-31,1451,Lufthansa,06:00,08:00,1,20h,2,"FRA, MUC",VNO,HND,ANA (All Nippon Airways),06:00,08:00,1,21h 30,1,FRA,HND,VNO,1200,1290
2111,2024-05-24,2024-05-31,1320,airBaltic + Japan Airlines,15:30,17:20,1,19h 50,1,CDG,VNO,HND,Japan Airlines + British Airways,15:30,17:20,1,25h 50,1,HEL,HND,VNO,1190,1550
2112,2024-05-24,2024-05-31,1573,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,0,18h 10,1,FRA,HND,VNO,1210,1090
2113,2024-05-24,2024-05-31,1419,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,Lufthansa,13:40,16:45,1,21h 30,1,FRA,HND,VNO,1265,1290
2114,2024-05-24,2024-05-31,1457,Lufthansa,06:00,08:00,1,20h,2,"FRA, MUC",VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:00,1,21h 30,1,FRA,HND,VNO,1200,1290
2115,2024-05-24,2024-05-31,1669,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Turkish Airlines,13:30,13:05,1,18h 45,1,IST,HND,VNO,1055,1125
2116,2024-05-24,2024-05-31,1504,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,Lufthansa,13:40,16:45,0,19h 25,1,MUC,HND,VNO,1265,1165
2117,2024-05-24,2024-05-31,1474,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,Lufthansa,13:40,16:45,1,20h 15,2,"MUC, FRA",HND,VNO,1265,1215
2118,2024-05-24,2024-05-31,1546,LOT,19:15,18:30,1,17h 15,1,WAW,VNO,NRT,Emirates + LOT,19:15,18:30,0,22h 15,2,"DXB, WAW",HND,VNO,1035,1335
2119,2024-05-24,2024-05-31,1520,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Emirates + LOT,20:35,19:20,1,23h 50,2,"DXB, WAW",NRT,VNO,1005,1430
2120,2024-05-24,2024-05-31,1541,Lufthansa,06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,0,20h 15,1,FRA,HND,VNO,1210,1215
2121,2024-05-24,2024-05-31,1641,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,18h 10,1,FRA,HND,VNO,1210,1090
2122,2024-05-24,2024-05-31,1394,LOT + Lufthansa,11:00,16:45,1,23h 45,2,"WAW, FRA",VNO,HND,Lufthansa,11:00,16:45,1,21h 30,1,FRA,HND,VNO,1425,1290
2123,2024-05-24,2024-05-31,1637,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Qatar Airways + LOT,11:35,08:55,1,23h 30,2,"DOH, WAW",HND,VNO,920,1410
2124,2024-05-24,2024-05-31,1596,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Emirates + LOT,13:30,13:05,0,22h 15,2,"DXB, WAW",HND,VNO,1055,1335
2125,2024-05-24,2024-05-31,1541,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,0,20h 15,1,FRA,HND,VNO,1265,1215
2126,2024-05-24,2024-05-31,1448,LOT + Lufthansa,11:00,16:45,1,23h 45,2,"WAW, FRA",VNO,HND,Lufthansa,11:00,16:45,1,20h 15,2,"MUC, FRA",HND,VNO,1425,1215
2127,2024-05-24,2024-05-31,1473,Lufthansa,06:00,09:50,1,21h 50,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,09:50,1,21h 30,1,FRA,HND,VNO,1310,1290
2128,2024-05-24,2024-05-31,1621,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,06:00,08:10,0,19h 25,1,MUC,HND,VNO,1210,1165
2129,2024-05-24,2024-05-31,1198,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,36h 05,2,"KIX, HEL",HND,VNO,1055,2165
2130,2024-05-24,2024-05-31,1511,Lufthansa,13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways),13:40,16:45,1,21h 30,1,FRA,HND,VNO,1265,1290
2131,2024-05-24,2024-05-31,1032,Scandinavian Airlines,17:45,07:55,2,32h 10,2,"ARN, CPH",VNO,HND,Air China + Scandinavian Airlines,17:45,07:55,1,30h 10,2,"PVG, CPH",NRT,VNO,1930,1810
2132,2024-05-24,2024-05-31,998,Turkish Airlines,11:35,19:20,1,25h 45,1,IST,VNO,HND,Turkish Airlines,11:35,19:20,1,39h 05,1,IST,NRT,VNO,1545,2345
2133,2024-05-24,2024-05-31,1008,Scandinavian Airlines,15:50,07:55,2,34h 05,1,CPH,VNO,HND,Air China + Scandinavian Airlines,15:50,07:55,1,30h 10,2,"PVG, CPH",NRT,VNO,2045,1810
2134,2024-05-24,2024-05-31,837,Turkish Airlines,11:35,07:55,2,38h 20,2,"IST, KIX",VNO,HND,Turkish Airlines,11:35,07:55,1,39h 05,1,IST,NRT,VNO,2300,2345
2135,2024-05-24,2024-05-31,1653,Lufthansa + ANA (All Nippon Airways),13:40,16:45,1,21h 05,1,FRA,VNO,HND,ANA (All Nippon Airways) + Lufthansa,13:40,16:45,0,18h 10,1,FRA,HND,VNO,1265,1090
2136,2024-05-24,2024-05-31,950,Turkish Airlines,11:35,07:55,2,38h 20,2,"IST, KIX",VNO,HND,Turkish Airlines,11:35,07:55,1,30h 05,1,IST,NRT,VNO,2300,1805
2137,2024-05-24,2024-05-31,837,Turkish Airlines,11:35,08:10,2,38h 35,2,"IST, KIX",VNO,HND,Turkish Airlines,11:35,08:10,1,39h 05,1,IST,NRT,VNO,2315,2345
2138,2024-05-24,2024-05-31,1307,airBaltic + Emirates,08:05,17:35,1,27h 30,2,"AMS, DXB",VNO,NRT,Emirates + LOT,08:05,17:35,0,22h 15,2,"DXB, WAW",HND,VNO,1650,1335
2139,2024-05-24,2024-05-31,1218,Turkish Airlines,11:35,19:20,1,25h 45,1,IST,VNO,HND,Turkish Airlines,11:35,19:20,1,27h 45,1,IST,HND,VNO,1545,1665
2140,2024-05-24,2024-05-31,1167,Turkish Airlines,11:35,19:20,1,25h 45,1,IST,VNO,HND,Turkish Airlines,11:35,19:20,1,30h 05,1,IST,NRT,VNO,1545,1805
2141,2024-05-24,2024-05-31,786,Turkish Airlines,11:35,19:15,2,49h 40,2,"IST, OSA",VNO,HND,Turkish Airlines,11:35,19:15,1,33h 15,2,"KIX, IST",HND,VNO,2980,1995
2142,2024-05-24,2024-05-31,1615,LOT,14:45,18:30,1,21h 45,1,WAW,VNO,NRT,Turkish Airlines,14:45,18:30,1,18h 45,1,IST,HND,VNO,1305,1125
2143,2024-05-24,2024-05-31,1802,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Turkish Airlines,13:30,13:05,1,18h 45,1,IST,HND,VNO,1055,1125
2144,2024-05-24,2024-05-31,1168,airBaltic + Emirates,08:05,22:35,1,32h 30,2,"AMS, DXB",VNO,HND,Emirates + LOT,08:05,22:35,1,23h 50,2,"DXB, WAW",NRT,VNO,1950,1430
2145,2024-05-24,2024-05-31,786,Turkish Airlines,11:35,19:15,2,49h 40,2,"IST, OSA",VNO,HND,Turkish Airlines,11:35,19:15,1,34h 15,2,"OSA, IST",HND,VNO,2980,2055
2146,2024-05-24,2024-05-31,1637,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Qatar Airways + LOT,20:35,19:20,1,23h 30,2,"DOH, WAW",HND,VNO,1005,1410
2147,2024-05-24,2024-05-31,1363,Lufthansa,18:20,06:55,2,30h 35,1,MUC,VNO,HND,Lufthansa,18:20,06:55,0,18h 10,1,FRA,HND,VNO,1835,1090
2148,2024-05-24,2024-05-31,1675,British Airways + Japan Airlines,10:10,13:05,1,20h 55,1,HEL,VNO,NRT,Turkish Airlines,10:10,13:05,1,18h 45,1,IST,HND,VNO,1255,1125
2149,2024-05-24,2024-05-31,1650,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Qatar Airways,11:35,08:55,1,25h 10,2,"DOH, HEL",NRT,VNO,920,1510
2150,2024-05-24,2024-05-31,1802,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Turkish Airlines,13:30,13:50,1,18h 45,1,IST,HND,VNO,1100,1125
2151,2024-05-24,2024-05-31,1229,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,1,36h 05,2,"KIX, HEL",HND,VNO,1100,2165
2152,2024-05-24,2024-05-31,1611,Lufthansa,06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,1,21h 30,1,FRA,HND,VNO,1210,1290
2153,2024-05-24,2024-05-31,1198,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,Finnair,13:30,13:05,1,38h 30,2,"KIX, HEL",HND,VNO,1055,2310
2154,2024-05-24,2024-05-31,1377,Lufthansa,19:30,08:10,2,30h 40,1,FRA,VNO,HND,Lufthansa,19:30,08:10,0,18h 10,1,FRA,HND,VNO,1840,1090
2155,2024-05-24,2024-05-31,1714,airBaltic + Japan Airlines,15:30,17:20,1,19h 50,1,CDG,VNO,HND,Japan Airlines + Lufthansa,15:30,17:20,0,19h 25,1,FRA,NRT,VNO,1190,1165
2156,2024-05-24,2024-05-31,1260,ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,1,33h 20,1,FRA,HND,VNO,1210,2000
2157,2024-05-24,2024-05-31,2119,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Japan Airlines + Finnair,11:35,08:55,1,16h 35,1,HEL,NRT,VNO,920,995
2158,2024-05-24,2024-05-31,1389,Lufthansa + ANA (All Nippon Airways),18:20,06:55,2,30h 35,1,MUC,VNO,HND,Lufthansa,18:20,06:55,0,18h 10,1,FRA,HND,VNO,1835,1090
2159,2024-05-24,2024-05-31,1899,Finnair + Japan Airlines,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,LOT,13:30,13:05,1,18h 20,1,WAW,NRT,VNO,1055,1100
2160,2024-05-24,2024-05-31,1913,Finnair,13:30,13:05,1,17h 35,1,HEL,VNO,NRT,LOT,13:30,13:05,1,18h 20,1,WAW,NRT,VNO,1055,1100
2161,2024-05-24,2024-05-31,1380,Lufthansa + ANA (All Nippon Airways),18:20,06:55,2,30h 35,1,MUC,VNO,HND,ANA (All Nippon Airways) + Lufthansa,18:20,06:55,0,19h 25,1,MUC,HND,VNO,1835,1165
2162,2024-05-24,2024-05-31,1766,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Qatar Airways + LOT,11:35,08:55,1,23h 50,2,"DOH, WAW",NRT,VNO,920,1430
2163,2024-05-24,2024-05-31,1229,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,Finnair,13:30,13:50,1,38h 30,2,"KIX, HEL",HND,VNO,1100,2310
2164,2024-05-24,2024-05-31,2190,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Finnair,11:35,08:55,1,16h 35,1,HEL,NRT,VNO,920,995
2165,2024-05-24,2024-05-31,1913,Finnair,13:30,13:50,1,18h 20,1,HEL,VNO,HND,LOT,13:30,13:50,1,18h 20,1,WAW,NRT,VNO,1100,1100
2166,2024-05-24,2024-05-31,2120,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Japan Airlines + Finnair,20:35,19:20,1,16h 35,1,HEL,NRT,VNO,1005,995
2167,2024-05-24,2024-05-31,1813,LOT + Asiana Airlines,09:00,11:20,1,20h 20,2,"WAW, ICN",VNO,NRT,Turkish Airlines,09:00,11:20,1,18h 45,1,IST,HND,VNO,1220,1125
2168,2024-05-24,2024-05-31,1760,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,Lufthansa,06:00,08:10,0,20h 15,1,FRA,HND,VNO,1210,1215
2169,2024-05-24,2024-05-31,1760,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,ANA (All Nippon Airways),06:00,08:10,0,20h 15,1,FRA,HND,VNO,1210,1215
2170,2024-05-24,2024-05-31,1766,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Qatar Airways + LOT,20:35,19:20,1,23h 50,2,"DOH, WAW",NRT,VNO,1005,1430
2171,2024-05-24,2024-05-31,1733,Lufthansa + ANA (All Nippon Airways),06:00,08:10,1,20h 10,1,FRA,VNO,HND,Lufthansa,06:00,08:10,1,21h 30,1,FRA,HND,VNO,1210,1290
2172,2024-05-24,2024-05-31,2136,LOT,19:15,18:30,1,17h 15,1,WAW,VNO,NRT,Japan Airlines + Finnair,19:15,18:30,1,16h 35,1,HEL,NRT,VNO,1035,995
2173,2024-05-24,2024-05-31,1426,Lufthansa,18:20,06:55,2,30h 35,1,MUC,VNO,HND,Lufthansa,18:20,06:55,0,20h 15,2,"MUC, FRA",HND,VNO,1835,1215
2174,2024-05-24,2024-05-31,1403,Qatar Airways,10:10,18:55,1,26h 45,2,"HEL, DOH",VNO,NRT,Qatar Airways,10:10,18:55,1,25h 10,2,"DOH, HEL",NRT,VNO,1605,1510
2175,2024-05-24,2024-05-31,1437,Lufthansa,18:20,06:55,2,30h 35,1,MUC,VNO,HND,ANA (All Nippon Airways) + Lufthansa,18:20,06:55,0,20h 15,1,FRA,HND,VNO,1835,1215
2176,2024-05-24,2024-05-31,2192,Turkish Airlines,20:35,19:20,1,16h 45,1,IST,VNO,HND,Finnair,20:35,19:20,1,16h 35,1,HEL,NRT,VNO,1005,995
2177,2024-05-24,2024-05-31,2206,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Japan Airlines + Finnair,11:35,08:55,1,17h 50,1,HEL,HND,VNO,920,1070
2178,2024-05-24,2024-05-31,1782,LOT,19:15,18:30,1,17h 15,1,WAW,VNO,NRT,Qatar Airways + LOT,19:15,18:30,1,23h 50,2,"DOH, WAW",NRT,VNO,1035,1430
2179,2024-05-24,2024-05-31,1440,Lufthansa,19:30,08:10,2,30h 40,1,FRA,VNO,HND,Lufthansa,19:30,08:10,0,20h 15,2,"MUC, FRA",HND,VNO,1840,1215
2180,2024-05-24,2024-05-31,1444,Lufthansa + ANA (All Nippon Airways),18:20,06:55,2,30h 35,1,MUC,VNO,HND,Lufthansa,18:20,06:55,0,20h 15,2,"MUC, FRA",HND,VNO,1835,1215
2181,2024-05-24,2024-05-31,2214,Turkish Airlines,11:35,08:55,1,15h 20,1,IST,VNO,NRT,Finnair,11:35,08:55,1,17h 50,1,HEL,HND,VNO,920,1070
2182,2024-05-24,2024-05-31,897,Turkish Airlines,20:35,07:55,2,29h 20,2,"IST, KIX",VNO,HND,Japan Airlines + Turkish Airlines,20:35,07:55,2,52h 45,2,"KIX, IST",HND,VNO,1760,3165
2183,2024-05-24,2024-05-31,1422,Lufthansa,18:20,06:55,2,30h 35,1,MUC,VNO,HND,ANA (All Nippon Airways) + Lufthansa,18:20,06:55,1,21h 30,1,FRA,HND,VNO,1835,1290
2184,2024-05-24,2024-05-31,837,Turkish Airlines,11:35,19:15,2,49h 40,2,"IST, OSA",VNO,HND,Turkish Airlines,11:35,19:15,1,39h 05,1,IST,NRT,VNO,2980,2345
2185,2024-05-24,2024-05-31,1470,Qatar Airways,10:10,18:55,1,26h 45,2,"HEL, DOH",VNO,NRT,Qatar Airways + LOT,10:10,18:55,1,23h 50,2,"DOH, WAW",NRT,VNO,1605,1430
2186,2024-05-24,2024-05-31,1578,LOT,19:15,18:30,1,17h 15,1,WAW,VNO,NRT,Turkish Airlines,19:15,18:30,1,30h 05,1,IST,NRT,VNO,1035,1805
